"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateuncertaintyinmeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","gbifID","verbatimLocality","collectionCode","occurrenceID","taxonID","catalogNumber","recordedBy","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","individualCount","vernacularName","dataGeneralizations","taxonConceptID","locality","occurrenceRemarks","depth","depthAccuracy","institutionKey","fieldNumber","continent","collectionKey","preparations","higherGeography","projectId","programmeAcronym","eventID","samplingEffort","samplingProtocol","datasetID","language","otherCatalogNumbers","locationRemarks","waterBody","habitat","institutionID","endDayOfYear","type","startDayOfYear","higherClassification","islandGroup","identificationVerificationStatus","locationAccordingTo","identificationRemarks","georeferencedDate","nomenclaturalCode","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","organismID","previousIdentifications","identificationQualifier","accessRights","collectionID","georeferenceSources","dynamicProperties","higherGeographyID","verbatimCoordinateSystem","georeferenceRemarks","disposition","ownerInstitutionCode","coordinatePrecision","earliestAgeOrLowestStage","associatedReferences","namePublishedInYear","lithostratigraphicTerms","verbatimTaxonRank","locationID","bibliographicCitation","lifeStage","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","parentNameUsage","name"
1914242197,"Charonia tritonis (Linnaeus, 1758)",-15.615108,167.03832,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-18T09:31:41.707+00:00","2021-05-18T12:25:17.191+00:00",265,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED","2018-09-27T04:11:46",303,"Sanma",2018,8,23,"2018-08-23T12:02:00","2021-03-10T10:54:27.000+00:00","2021-05-18T12:25:17.191+00:00","https://www.inaturalist.org/observations/16951812","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","VU","Vanuatu","Tony Strazzari","16951812","tonydiver","2018/08/23 12:02 PM AEST","iNaturalist research-grade observations",1914242197,"Luganville, Vanuatu","Observations","https://www.inaturalist.org/observations/16951812","121741","16951812","Tony Strazzari","https://www.inaturalist.org/observations/16951812","iNaturalist","© Tony Strazzari some rights reserved","02:02:00Z","Juan Manuel de Roux",36343979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1913681421,"Charonia tritonis (Linnaeus, 1758)",-17.705273,177.224819,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-18T09:31:41.707+00:00","2021-05-18T12:25:18.616+00:00",265,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED","2018-09-16T11:28:36",285,"Western",2018,9,10,"2018-09-10T07:34:00","2021-03-10T10:54:34.000+00:00","2021-05-18T12:25:18.616+00:00","https://www.inaturalist.org/observations/16583911","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","FJ","Fiji","Robin Laws-Wall","16583911","rlawswall","2018/09/10 7:34 AM AEST","iNaturalist research-grade observations",1913681421,"Navini Island, Fiji","Observations","https://www.inaturalist.org/observations/16583911","121741","16583911","Robin Laws-Wall","https://www.inaturalist.org/observations/16583911","iNaturalist","© Robin Laws-Wall some rights reserved","21:34:00Z","Robin Laws-Wall",35613887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1946343793,"Charonia tritonis (Linnaeus, 1758)",-8.400827,151.07141,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-18T09:31:41.707+00:00","2021-05-18T12:50:36.500+00:00",265,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED","2018-11-26T22:50:48",1953,"Milne Bay",2018,9,26,"2018-09-26T11:50:00","2020-04-11T01:00:25.000+00:00","2021-05-18T12:50:36.500+00:00","https://www.inaturalist.org/observations/18660755","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","PG","Papua New Guinea","Simon Nicholas","18660755","simonnicholas","2018/09/26 11:50 AM +1200","iNaturalist research-grade observations",1946343793,"Kiriwina Island, Papua New Guinea","Observations","https://www.inaturalist.org/observations/18660755","121741","18660755","Simon Nicholas","https://www.inaturalist.org/observations/18660755","iNaturalist","© Simon Nicholas some rights reserved","23:50:00Z","Simon Nicholas",40307388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1291143379,"Charonia tritonis (Linnaeus, 1758)",-17.416668,178.666672,"cudc,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-18T09:31:41.707+00:00","2021-05-18T12:24:52.471+00:00",265,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED","2016-07-24T05:09:37",2500,NA,2016,7,10,"2016-07-10T04:21:00","2021-03-10T10:54:18.000+00:00","2021-05-18T12:24:52.471+00:00","https://www.inaturalist.org/observations/3735506","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","FJ","Fiji","David R","3735506","davidr","July 10, 2016 04:21","iNaturalist research-grade observations",1291143379,"Vatu-i-ra Channel, Fiji","Observations","http://www.inaturalist.org/observations/3735506","121741","3735506","David R","http://www.inaturalist.org/observations/3735506","iNaturalist","© David R some rights reserved","16:21:00Z","David R",7177168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1936737037,"Charonia tritonis (Linnaeus, 1758)",-14.662409,145.450344,"","c6ca96bc-7cf5-4fe7-ac44-d01e06394ef3","770c30d2-c2a8-4bb2-8056-6167297cddae","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-07T20:56:00.849+00:00","2021-05-07T20:59:25.429+00:00",170,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED",NA,37.7,"Queensland",2016,8,20,"2016-08-20T00:00:00",NA,"2021-05-07T20:59:25.429+00:00","https://biocache.ala.org.au/occurrences/05a7d954-c744-4e98-8f44-23c412f41805","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Gastropoda","AU","Australia",NA,"05a7d954-c744-4e98-8f44-23c412f41805",NA,NA,NA,1936737037,NA,NA,"05a7d954-c744-4e98-8f44-23c412f41805",NA,"urn:lirs.australianmuseum.net.au:identification:2G9MPAsw","Barbara Banks",NA,NA,NA,NA,"Barbara Banks",NA,1,"Giant Triton Shell","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | Charonia tritonis]]","urn:lsid:biodiversity.org.au:afd.taxon:4ad79fc9-82bf-4275-be82-8b9090a9274a","Clam garden","http://lifg.australianmuseum.net.au/HotSpot.html?identification=2G9MPAsw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
2814403852,"Charonia tritonis (Linnaeus, 1758)",-14.678182,145.443399,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-18T09:31:41.707+00:00","2021-05-18T12:51:11.095+00:00",265,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED","2020-06-29T10:04:57",4,"Queensland",2015,2,17,"2015-02-17T11:10:00","2021-03-10T10:52:54.000+00:00","2021-05-18T12:51:11.095+00:00","https://www.inaturalist.org/observations/51344532","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","AU","Australia","Maarten De Brauwer","51344532","mdebrauwer","2015/02/17 11:10 AM AWST","iNaturalist research-grade observations",2814403852,"Lizard QLD 4892, Australia","Observations","https://www.inaturalist.org/observations/51344532","121741","51344532","Maarten De Brauwer","https://www.inaturalist.org/observations/51344532","iNaturalist","© Maarten De Brauwer some rights reserved","03:10:00Z","Maarten De Brauwer",113664038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1936755299,"Charonia tritonis (Linnaeus, 1758)",-14.645926,145.453741,"","c6ca96bc-7cf5-4fe7-ac44-d01e06394ef3","770c30d2-c2a8-4bb2-8056-6167297cddae","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-07T20:56:00.849+00:00","2021-05-07T20:59:23.597+00:00",170,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","HUMAN_OBSERVATION","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED",NA,49.9,"Queensland",2015,10,31,"2015-10-31T00:00:00",NA,"2021-05-07T20:59:23.597+00:00","https://biocache.ala.org.au/occurrences/f6328028-8250-4272-8a07-35828f7a1f58","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Gastropoda","AU","Australia",NA,"f6328028-8250-4272-8a07-35828f7a1f58",NA,NA,NA,1936755299,NA,NA,"f6328028-8250-4272-8a07-35828f7a1f58",NA,"urn:lirs.australianmuseum.net.au:identification:EXFgiT9r","Anne Hoggett",NA,NA,NA,NA,"Anne Hoggett",NA,1,"Giant Triton Shell","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | Charonia tritonis]]","urn:lsid:biodiversity.org.au:afd.taxon:4ad79fc9-82bf-4275-be82-8b9090a9274a","Lizard Island, Queensland","http://lifg.australianmuseum.net.au/HotSpot.html?identification=EXFgiT9r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1663454351,"Charonia tritonis (Linnaeus, 1758)",-2.620417,150.529144,"gass84,osiic,incomis,inmafu","0214a6a7-898f-4ee8-b888-0be60ecde81f","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","FR","DWC_ARCHIVE","2021-05-19T10:51:58.389+00:00","2021-05-19T10:56:30.764+00:00",341,"2cd829bb-b713-433d-99cf-64bef11e5b3e","PRESERVED_SPECIMEN","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED",NA,NA,NA,2014,6,15,"2014-06-15T00:00:00",NA,"2021-05-19T10:56:30.764+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Gastropoda","PG","Papua New Guinea",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/im/2013-54257",NA,NA,NA,1663454351,"N point of Nubilus I.","IM","http://coldb.mnhn.fr/catalognumber/mnhn/im/2013-54257",NA,"2013-54257",NA,NA,"MNHN",NA,NA,"Sanders M.",NA,1,NA,NA,NA,"Kavieng Lagoon",NA,14,11,"cc3e1f45-e430-4835-951e-4dd33c4b7201","KAVIENG 2014/KR90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
1663454352,"Charonia tritonis (Linnaeus, 1758)",-2.555567,150.77356,"gass84,osiic,incomis,inmafu","0214a6a7-898f-4ee8-b888-0be60ecde81f","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","FR","DWC_ARCHIVE","2021-05-19T10:51:58.389+00:00","2021-05-19T10:56:30.777+00:00",341,"2cd829bb-b713-433d-99cf-64bef11e5b3e","PRESERVED_SPECIMEN","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED",NA,NA,NA,2014,6,23,"2014-06-23T00:00:00",NA,"2021-05-19T10:56:30.777+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Gastropoda","PG","Papua New Guinea",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/im/2013-55255",NA,NA,NA,1663454352,"Echuca Shoal","IM","http://coldb.mnhn.fr/catalognumber/mnhn/im/2013-55255",NA,"2013-55255",NA,NA,"MNHN",NA,NA,NA,NA,1,NA,NA,NA,"Kavieng Lagoon",NA,25,10,"cc3e1f45-e430-4835-951e-4dd33c4b7201","KAVIENG 2014/KR158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
899692376,"Charonia tritonis (Linnaeus, 1758)",-18.48788,163.09553,"gass84,colmafu,inmafu","85b1cfb6-f762-11e1-a439-00145eb45e9a","8483a1f0-1032-11db-ae00-b8a03c50a862","12fadca0-d638-416d-8cee-6f29ef37a249","US","DWC_ARCHIVE","2021-05-14T21:37:28.223+00:00","2021-05-14T21:44:01.192+00:00",343,"8483a1f0-1032-11db-ae00-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5192644,1,52,225,7390893,9252056,3246910,5192644,5192644,"Charonia tritonis (Linnaeus, 1758)","Animalia","Mollusca","Littorinimorpha","Charoniidae","Charonia","Charonia tritonis","Charonia","tritonis","SPECIES","ACCEPTED",NA,NA,"New Caledonia",2013,11,20,"2013-11-20T00:00:00","2021-04-27T19:16:02.000+00:00","2021-05-14T21:44:01.192+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Gastropoda","NC","New Caledonia",NA,"B4C7D00D-4617-41D0-B09F-AAA5B86DCCA5",NA,NA,NA,899692376,NA,"Invertebrate Zoology","B4C7D00D-4617-41D0-B09F-AAA5B86DCCA5",NA,"476687-Mollusca","Evans, Nathaniel",NA,"UF",NA,NA,NA,NA,NA,NA,NA,NA,"Surprise island",NA,NA,NA,"ab8b25c4-f95e-437b-82df-5aed3c9031ec",NA,"EUROPE","4730346d-0a5b-454c-accd-b9ac7bdf8445","75% ethanol - 9999","France, New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charonia tritonis (Linnaeus, 1758)"
