"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateuncertaintyinmeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","recordedBy","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identificationRemarks","identifiedBy","identificationID","occurrenceRemarks","recordNumber","vernacularName","dataGeneralizations","taxonConceptID","individualCount","depth","continent","locality","fieldNumber","depthAccuracy","informationWithheld","projectId","programmeAcronym","institutionKey","eventID","samplingEffort","datasetID","samplingProtocol","language","otherCatalogNumbers","locationRemarks","sex","waterBody","collectionKey","institutionID","dynamicProperties","type","preparations","higherGeographyID","higherGeography","nomenclaturalCode","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","verbatimCoordinateSystem","disposition","ownerInstitutionCode","startDayOfYear","higherClassification","georeferenceSources","name"
1836675481,"Scylla serrata (Forskål, 1775)",-19.268369,146.835966,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:53:35.073+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2015-04-17T07:06:14",2845,"Queensland",2014,1,2,"2014-01-02T00:00:00","2018-03-11T12:10:16.000+00:00","2021-05-09T22:53:35.073+00:00","https://www.inaturalist.org/observations/1399491","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","Lek Khauv","1399491","lek","2014-01-02","iNaturalist research-grade observations","Townsville, Queensland, Australia","Observations",1836675481,"http://www.inaturalist.org/observations/1399491",340825,"1399491","Lek Khauv","http://www.inaturalist.org/observations/1399491","iNaturalist","© Lek Khauv some rights reserved",NA,NA,"Lek Khauv",2625589,"A large mud crab caught in a baited trap set on the water's edge, in late afternoon. (photo also posted on bowerbird.org.au)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1836676526,"Scylla serrata (Forskål, 1775)",-16.855456,145.752997,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:53:15.408+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2015-09-23T15:19:20",202,"Queensland",2014,1,6,"2014-01-06T00:00:00","2018-03-11T12:42:07.000+00:00","2021-05-09T22:53:15.408+00:00","https://www.inaturalist.org/observations/1976704","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","Lek Khauv","1976704","lek","2014-01-06","iNaturalist research-grade observations","Machans Beach, Cairns, Queensland, Australia","Observations",1836676526,"http://www.inaturalist.org/observations/1976704",340825,"1976704","Lek Khauv","http://www.inaturalist.org/observations/1976704","iNaturalist","© Lek Khauv some rights reserved",NA,NA,"Lek Khauv",3772585,"Seen on the edge of very shallow water around the mangroves, mid afternoon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
2825371014,"Scylla serrata (Forskål, 1775)",-14.702843,145.20444,"","c6ca96bc-7cf5-4fe7-ac44-d01e06394ef3","770c30d2-c2a8-4bb2-8056-6167297cddae","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-07T20:56:00.849+00:00","2021-05-07T20:59:25.019+00:00",170,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,950,"Queensland",2014,1,4,"2014-01-04T00:00:00",NA,"2021-05-07T20:59:25.019+00:00","https://biocache.ala.org.au/occurrences/d00b9806-ebdb-477e-88f9-6d09f304fb63","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"d00b9806-ebdb-477e-88f9-6d09f304fb63",NA,NA,NA,NA,NA,2825371014,"d00b9806-ebdb-477e-88f9-6d09f304fb63",NA,"urn:lirs.australianmuseum.net.au:identification:jeILEmUY","Lyle Vail",NA,NA,NA,NA,NA,"Lyle Vail",NA,"http://lifg.australianmuseum.net.au/HotSpot.html?identification=jeILEmUY",NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | <not-supplied> | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,NA,NA,"Turtle Islands, Queensland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1837777622,"Scylla serrata (Forskål, 1775)",-16.845228,145.744303,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:53:29.457+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2018-04-05T10:40:25",NA,"Queensland",2014,3,13,"2014-03-13T17:57:00","2018-04-05T11:11:07.000+00:00","2021-05-09T22:53:29.457+00:00","https://www.inaturalist.org/observations/10634760","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","coenobita","10634760","coenobita","2014/03/13 5:57 PM AEST","iNaturalist research-grade observations","Cairns QLD, Australia","Observations",1837777622,"https://www.inaturalist.org/observations/10634760",340825,"10634760","coenobita","https://www.inaturalist.org/observations/10634760","iNaturalist","© coenobita some rights reserved","07:57:00Z",NA,"coenobita",23625209,"Mud crabs are present within dense mangroves and they occasionally move around on the exposed floor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1838017522,"Scylla serrata (Forskål, 1775)",-16.833014,145.733798,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:53:38.133+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2018-04-07T02:44:49",8,"Queensland",2014,5,24,"2014-05-24T14:39:00","2018-04-07T03:42:33.000+00:00","2021-05-09T22:53:38.133+00:00","https://www.inaturalist.org/observations/10671484","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","coenobita","10671484","coenobita","2014/05/24 2:39 PM AEST","iNaturalist research-grade observations","Cairns QLD, Australia","Observations",1838017522,"https://www.inaturalist.org/observations/10671484",340825,"10671484","coenobita","https://www.inaturalist.org/observations/10671484","iNaturalist","© coenobita some rights reserved","04:39:00Z",NA,"coenobita",23703872,"Intermediate size crab covered with algal growth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1847746197,"Scylla serrata (Forskål, 1775)",-1.93485,147.00065,"osiic,colmano,inmafu","9c30b6b3-177b-49f4-bfeb-91e1da24ecd4","e15c40ad-b68e-4759-bab3-0c2ac9079215","6b459ded-20ca-46f2-8323-5f4eed4b9fde","NC","DWC_ARCHIVE","2021-02-26T15:53:09.910+00:00","2021-03-09T11:22:57.057+00:00",117,"cd3512e7-886c-4873-b629-740abe8ae74e","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,NA,NA,2006,6,13,"2006-06-13T00:00:00",NA,"2021-03-09T11:22:57.057+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Malacostraca","PG","Papua New Guinea",NA,"0E26AD68-5355-476D-9384-893BCB97E90B_CF8BF00D-575A-406B-BBC7-06AE1CF263F4",NA,NA,NA,NA,"PROCFish/C",1847746197,"0E26AD68-5355-476D-9384-893BCB97E90B_CF8BF00D-575A-406B-BBC7-06AE1CF263F4",NA,NA,"Kim Friedman",NA,"SPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"BID-PA2016-0002-REG","BID","831cefd7-10b8-4c21-8f04-30e5d3020d7b","0E26AD68-5355-476D-9384-893BCB97E90B","Soft benthos transect","800940ac-2b2f-4bb1-acda-57aa5b816cd9","http://purl.org/spc/digilib/doc/pfj5w","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1847749971,"Scylla serrata (Forskål, 1775)",-2.423833,150.41365,"osiic,colmano,inmafu","9c30b6b3-177b-49f4-bfeb-91e1da24ecd4","e15c40ad-b68e-4759-bab3-0c2ac9079215","6b459ded-20ca-46f2-8323-5f4eed4b9fde","NC","DWC_ARCHIVE","2021-02-26T15:53:09.910+00:00","2021-03-09T11:22:57.021+00:00",117,"cd3512e7-886c-4873-b629-740abe8ae74e","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,NA,NA,2006,6,19,"2006-06-19T00:00:00",NA,"2021-03-09T11:22:57.021+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Malacostraca","PG","Papua New Guinea",NA,"6A87DAD6-69AF-4259-ACB1-02D324507699_CF8BF00D-575A-406B-BBC7-06AE1CF263F4",NA,NA,NA,NA,"PROCFish/C",1847749971,"6A87DAD6-69AF-4259-ACB1-02D324507699_CF8BF00D-575A-406B-BBC7-06AE1CF263F4",NA,NA,"Kim Friedman",NA,"SPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"BID-PA2016-0002-REG","BID","831cefd7-10b8-4c21-8f04-30e5d3020d7b","6A87DAD6-69AF-4259-ACB1-02D324507699","Sea cucumber night search","800940ac-2b2f-4bb1-acda-57aa5b816cd9","http://purl.org/spc/digilib/doc/pfj5w","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
2273278808,"Scylla serrata (Forskål, 1775)",-16.916842,145.775188,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:54:34.971+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2019-06-24T19:35:20",15,"Queensland",2006,10,21,"2006-10-21T17:30:00","2019-06-25T07:29:49.000+00:00","2021-05-09T22:54:34.971+00:00","https://www.inaturalist.org/observations/27586340","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","Matt Campbell","27586340","mattcampbellaus","2006/10/21 5:30 PM AEST","iNaturalist research-grade observations","Cairns QLD, Australia","Observations",2273278808,"https://www.inaturalist.org/observations/27586340",340825,"27586340","Matt Campbell","https://www.inaturalist.org/observations/27586340","iNaturalist","© Matt Campbell some rights reserved","07:30:00Z",NA,"Matt Campbell",60118065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1847627787,"Scylla serrata (Forskål, 1775)",-16.908205,145.770292,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2021-05-09T19:48:14.132+00:00","2021-05-09T22:52:30.206+00:00",263,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED","2016-04-03T05:03:53",508,"Queensland",2003,12,26,"2003-12-26T16:54:55","2018-05-18T03:34:03.000+00:00","2021-05-09T22:52:30.206+00:00","https://www.inaturalist.org/observations/2870525","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia","Scott Gilmore","2870525","fmgee","2003-12-26 16:54:55","iNaturalist research-grade observations","Cairns","Observations",1847627787,"http://inaturalist.ca/observations/2870525",340825,"2870525","Scott Gilmore","http://inaturalist.ca/observations/2870525","iNaturalist","© Scott Gilmore some rights reserved","00:54:55Z",NA,"Scott Gilmore",5601786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1066267164,"Scylla serrata (Forskål, 1775)",-16.867778,145.683333,"depnn,incomis,inmafu","a79c2b50-6c8a-11de-8226-b8a03c50a862","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-10T00:17:30.348+00:00","2021-05-10T00:26:12.813+00:00",207,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,50,"Queensland",1993,10,30,"1993-10-30T00:00:00",NA,"2021-05-10T00:26:12.813+00:00","https://biocache.ala.org.au/occurrences/540b224f-81c3-4944-a662-e11c96dd5042","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"540b224f-81c3-4944-a662-e11c96dd5042",NA,NA,NA,NA,"Crustacea",1066267164,"540b224f-81c3-4944-a662-e11c96dd5042",NA,"W19238",NA,NA,"QM",NA,NA,NA,NA,NA,NA,NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | Arthropoda | Malacostraca | Decapoda | Portunidae | Scylla | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,0.75,NA,"Barron R at Kamerunga Bridge",NA,0.25,NA,NA,NA,"442fa096-b2bf-4ecc-b513-ae0958eeec25",NA,NA,NA,NA,NA,"urn:lsid:ozcam.taxonomy.org.au:QM.Crustacea:W19238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1066266055,"Scylla serrata (Forskål, 1775)",-14.816667,144.966667,"depnn,incomis,inmafu","a79c2b50-6c8a-11de-8226-b8a03c50a862","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-10T00:17:30.348+00:00","2021-05-10T00:26:03.692+00:00",207,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,1000,"Queensland",1992,11,13,"1992-11-13T00:00:00",NA,"2021-05-10T00:26:03.692+00:00","https://biocache.ala.org.au/occurrences/43c255ad-6915-4b6a-a80b-349973de2851","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"43c255ad-6915-4b6a-a80b-349973de2851",NA,NA,NA,NA,"Crustacea",1066266055,"43c255ad-6915-4b6a-a80b-349973de2851",NA,"W18209",NA,NA,"QM",NA,NA,NA,NA,NA,NA,NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | Arthropoda | Malacostraca | Decapoda | Portunidae | Scylla | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,0.1,NA,"Starcke R at Hopevale-Wakooka rd xing",NA,NA,NA,NA,NA,"442fa096-b2bf-4ecc-b513-ae0958eeec25",NA,NA,NA,NA,NA,"urn:lsid:ozcam.taxonomy.org.au:QM.Crustacea:W18209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1066299255,"Scylla serrata (Forskål, 1775)",-18.016667,145.883333,"incomis,inmafu","a79c2b50-6c8a-11de-8226-b8a03c50a862","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-10T00:17:30.348+00:00","2021-05-10T00:26:20.375+00:00",207,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,NA,"Queensland",1978,5,22,"1978-05-22T00:00:00",NA,"2021-05-10T00:26:20.375+00:00","https://biocache.ala.org.au/occurrences/7433248f-0f60-4511-bc20-23451718b198","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"7433248f-0f60-4511-bc20-23451718b198",NA,NA,NA,NA,"Crustacea",1066299255,"7433248f-0f60-4511-bc20-23451718b198",NA,"W8181",NA,NA,"QM",NA,NA,NA,NA,NA,NA,NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | Arthropoda | Malacostraca | Decapoda | Portunidae | Scylla | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,NA,NA,"Murray R.",NA,NA,NA,NA,NA,"442fa096-b2bf-4ecc-b513-ae0958eeec25",NA,NA,NA,NA,NA,"urn:lsid:ozcam.taxonomy.org.au:QM.Crustacea:W8181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
699123841,"Scylla serrata (Forskål, 1775)",-17.940855,178.616667,"cudc,osiic,colmafu,inmafu","4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","b4640710-8e03-11d8-b956-b8a03c50a862","b0f5183c-5ed0-47f4-b75f-65e0c1036cb5","US","DWC_ARCHIVE","2021-05-07T20:34:58.845+00:00","2021-05-07T21:22:24.605+00:00",361,"b4640710-8e03-11d8-b956-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,2536,NA,1897,12,6,"1897-12-06T00:00:00",NA,"2021-05-07T21:22:24.605+00:00","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:CRU-6610","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"WGS84","Malacostraca","FJ","Fiji","President and Fellows of Harvard College","MCZ:IZ:CRU-6610",NA,"December 6, 1897",NA,"Viwa","IZ",699123841,"MCZ:IZ:CRU-6610",NA,"CRU-6610","Alexander Agassiz",NA,"MCZ",NA,NA,NA,"[no agent data]",NA,"sex: female",NA,NA,NA,NA,1,NA,NA,"Republic of Fiji, Viwa",NA,NA,NA,NA,NA,"1cfca87c-083e-4d67-8e60-cb7d311f6058",NA,NA,NA,NA,"en",NA,NA,"FEMALE","Pacific, Western Central","6c118641-5b0b-4577-a8f6-a6dbd15de2e7","b4640710-8e03-11d8-b956-b8a03c50a862","{""sex"":""female""}","PhysicalObject","whole animal (70% ethanol)","https://marineregions.org/mrgid/8746","Pacific Ocean: Pacific, Western Central","ICZN","Jessica A. Mullen","GEOLocate","unverified","decimal degrees","in collection","Museum of Comparative Zoology, Harvard University",0,"Animalia Arthropoda Crustacea Malacostraca Decapoda Pleocyemata Brachyura Portunidae Scylla serrata","GEOLocate","Scylla serrata (Forskål, 1775)"
1066259814,"Scylla serrata (Forskål, 1775)",-16.916667,145.766667,"incomis,inmafu","a79c2b50-6c8a-11de-8226-b8a03c50a862","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-10T00:17:30.348+00:00","2021-05-10T00:26:01.638+00:00",207,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,NA,"Queensland",NA,NA,NA,NA,NA,"2021-05-10T00:26:01.638+00:00","https://biocache.ala.org.au/occurrences/328a8c22-09cb-438d-aab6-0a3c3c4b52e0","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"328a8c22-09cb-438d-aab6-0a3c3c4b52e0",NA,NA,NA,NA,"Crustacea",1066259814,"328a8c22-09cb-438d-aab6-0a3c3c4b52e0",NA,"W1120",NA,NA,"QM",NA,NA,NA,NA,NA,NA,NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | Arthropoda | Malacostraca | Decapoda | Portunidae | Scylla | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,NA,NA,"Barron Beach, via Cairns",NA,NA,NA,NA,NA,"442fa096-b2bf-4ecc-b513-ae0958eeec25",NA,NA,NA,NA,NA,"urn:lsid:ozcam.taxonomy.org.au:QM.Crustacea:W1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
1066261567,"Scylla serrata (Forskål, 1775)",-19.266667,146.816667,"incomis,inmafu","a79c2b50-6c8a-11de-8226-b8a03c50a862","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6","19893c10-381e-4534-9bb8-6c37d03ad29e","AU","DWC_ARCHIVE","2021-05-10T00:17:30.348+00:00","2021-05-10T00:26:00.745+00:00",207,"3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","PRESERVED_SPECIMEN","PRESENT",2225562,1,54,229,637,4555,2225561,2225562,2225562,"Scylla serrata (Forskål, 1775)","Animalia","Arthropoda","Decapoda","Portunidae","Scylla","Scylla serrata","Scylla","serrata","SPECIES","ACCEPTED",NA,NA,"Queensland",NA,NA,NA,NA,NA,"2021-05-10T00:26:00.745+00:00","https://biocache.ala.org.au/occurrences/263d912b-3f3e-4023-96a8-0ea524d9bb6a","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"WGS84","Malacostraca","AU","Australia",NA,"263d912b-3f3e-4023-96a8-0ea524d9bb6a",NA,NA,NA,NA,"Crustacea",1066261567,"263d912b-3f3e-4023-96a8-0ea524d9bb6a",NA,"W1300",NA,NA,"QM",NA,NA,NA,NA,NA,NA,NA,"Giant Mud Crab","Identification aligned to national taxonomy. Originally supplied as [[ Animalia | Arthropoda | Malacostraca | Decapoda | Portunidae | Scylla | Scylla serrata]]","urn:lsid:biodiversity.org.au:afd.taxon:c7b9bf14-7d09-4279-a42e-2adec8b6b00a",NA,NA,NA,"Beach, Townsville",NA,NA,NA,NA,NA,"442fa096-b2bf-4ecc-b513-ae0958eeec25",NA,NA,NA,NA,NA,"urn:lsid:ozcam.taxonomy.org.au:QM.Crustacea:W1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scylla serrata (Forskål, 1775)"
